source_dataset,target_dataset,accuracy,auc,eer,eer_threshold,num_images,num_live,num_spoof
OULU-NPU,CASIA,0.3857785778577858,0.32022372720251885,0.6319360779421375,0.3871215283870697,11110,1810,9300
OULU-NPU,MSU-MFSD,0.6561333665090818,0.5933035625663182,0.42432084036939055,0.10327348113059998,4019,1053,2966
OULU-NPU,Replay-Attack,0.5658704121386098,0.48334808090094233,0.5114761195481146,0.015296855941414833,19508,7600,11908
