source_dataset,target_dataset,accuracy,auc,eer,eer_threshold,num_images,num_live,num_spoof
OULU-NPU,CASIA,0.4007200720072007,0.383533594724648,0.5866497356383296,0.5563613772392273,11110,1810,9300
OULU-NPU,MSU-MFSD,0.5620801194326946,0.5666134519809503,0.45404405996673924,0.39877161383628845,4019,1053,2966
OULU-NPU,Replay-Attack,0.5551568587246258,0.46499680113324965,0.511434130969008,0.004618384409695864,19508,7600,11908
